celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_avg_score,week1_score_std,week2_avg_score,week2_score_std,week3_avg_score,week3_score_std,week4_avg_score,week4_score_std,week5_avg_score,week5_score_std,week6_avg_score,week6_score_std,week7_avg_score,week7_score_std,week8_avg_score,week8_score_std,week9_avg_score,week9_score_std,week10_avg_score,week10_score_std,week11_avg_score,week11_score_std,weeks_survived,season_avg_score,season_score_std,season_max_score,season_min_score,early_avg_score,late_avg_score,score_improvement,is_Actor_Actress,is_Athlete,is_TV_Personality,is_Singer_Rapper,is_Model,is_Comedian,is_Social_Media_Personality,is_Radio_Personality,age_group,is_international,week1_participated,week2_participated,week3_participated,week4_participated,week5_participated,week6_participated,week7_participated,week8_participated,week9_participated,week10_participated,week11_participated,total_weeks_participated,consecutive_weeks
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,,4.0,4.0,4.0,,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.666666666666667,0.5773502691896258,4.0,0.0,4.333333333333333,0.5773502691896258,,,,,,,,,,,,,,,,,3.0,4.333333333333333,0.3333333333333335,4.666666666666667,4.0,4.333333333333333,,,0,0,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,3,3
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,6.0,7.0,,7.5,6.5,8.0,,6.0,6.0,6.0,,10.3333,10.3333,10.3333,,8.5,9.0,8.5,,7.5,7.5,7.5,,8.5,8.5,9.0,,,,,,,,,,6.0,0.0,5.333333333333333,0.5773502691896258,6.666666666666667,0.5773502691896258,7.333333333333333,0.7637626158259734,6.0,0.0,10.3333,0.0,8.666666666666666,0.2886751345948129,7.5,0.0,8.666666666666666,0.2886751345948129,,,,,9.0,7.388885185185185,1.6029410181072987,10.3333,5.333333333333333,6.0,8.666666666666666,2.666666666666666,0,1,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,0,0,9,9
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,8.5,9.0,,10.0,9.5,10.0,,9.3333,8.7777,8.7777,,,,,,7.666666666666667,0.5773502691896258,8.0,0.0,8.666666666666666,0.5773502691896257,8.666666666666666,0.5773502691896257,9.0,0.0,9.0,0.0,9.0,0.0,8.833333333333334,0.2886751345948129,9.833333333333334,0.2886751345948129,8.9629,0.3207758095617561,,,11.0,8.762956666666668,0.5927059617123678,9.833333333333334,7.666666666666667,8.111111111111112,9.398116666666667,1.2870055555555542,0,1,0,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Pamela Anderson,Damian Whitewood,Model,International,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,,,,,,,,,,,,,,,,,7.0,1.0,7.333333333333333,0.5773502691896258,7.0,0.0,7.833333333333333,0.5773502691896258,7.0,1.0,9.999933333333333,0.5773502691896258,8.5,0.0,,,,,,,,,7.0,7.809514285714285,1.1156434547359824,9.999933333333333,7.0,7.111111111111111,,,0,0,0,0,1,0,0,0,35-50,1,1,1,1,1,1,1,1,0,0,0,0,7,7
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,,10.0,8.0,10.0,,8.0,6.0,9.0,,8.5,8.0,8.5,,10.0,9.0,10.0,,12.3333,10.3333,13.3333,,9.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.5,10.0,,9.5,9.5,9.7777,,,,,,8.333333333333334,1.1547005383792517,9.333333333333334,1.1547005383792517,7.666666666666667,1.5275252316519465,8.333333333333334,0.2886751345948129,9.666666666666666,0.5773502691896257,11.999966666666666,1.5275252316519468,9.0,0.0,9.833333333333334,0.2886751345948129,9.833333333333334,0.2886751345948129,9.592566666666666,0.16033016975395872,,,11.0,9.359253333333333,1.1865644521313317,11.999966666666666,7.666666666666667,8.444444444444445,9.71295,1.2685055555555547,0,0,0,1,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,8.0,,6.5,6.5,6.5,,7.0,7.0,8.0,,12.0,10.0,12.0,,8.5,8.5,8.5,,8.5,9.0,9.0,,9.5,9.0,9.5,,9.2222,8.8888,8.8888,,,,,,7.0,0.0,7.666666666666667,0.5773502691896258,7.666666666666667,0.5773502691896258,6.5,0.0,7.333333333333333,0.5773502691896258,11.333333333333334,1.1547005383792517,8.5,0.0,8.833333333333334,0.2886751345948129,9.333333333333334,0.2886751345948129,8.999933333333333,0.19248857974782183,,,11.0,8.31666,1.404244799611011,11.333333333333334,6.5,7.4444444444444455,9.166633333333333,1.7221888888888879,0,0,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.5,5.5,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.333333333333333,0.5773502691896258,5.0,0.0,5.0,0.0,5.333333333333333,0.28867513459481287,5.0,0.0,,,,,,,,,,,,,5.0,5.133333333333333,0.1825741858350552,5.333333333333333,5.0,5.111111111111111,,,0,0,1,0,0,0,0,0,25-35,0,1,1,1,1,1,0,0,0,0,0,0,5,5
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,6.5,6.5,6.0,,8.0,7.0,8.0,,8.3333,8.3333,8.3333,,,,,,,,,,,,,,,,,,,,,,6.666666666666667,0.5773502691896258,6.666666666666667,0.5773502691896258,7.0,0.0,6.333333333333333,0.28867513459481287,7.666666666666667,0.5773502691896258,8.3333,0.0,,,,,,,,,,,6.0,7.111105555555555,0.7502977188102411,8.3333,6.333333333333333,6.777777777777779,,,0,0,1,0,0,0,0,0,25-35,0,1,1,1,1,1,1,0,0,0,0,0,6,6
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,5.0,5.0,5.0,,,1,0,0,0,0,0,0,0,>50,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.333333333333333,0.5773502691896258,6.666666666666667,0.5773502691896258,5.833333333333333,0.28867513459481287,7.0,0.0,,,,,,,,,,,,,5.0,6.366666666666666,0.4772607021092119,7.0,5.833333333333333,6.333333333333333,,,1,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,0,0,0,0,5,5
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,7.666666666666667,0.5773502691896258,7.333333333333333,0.5773502691896258,7.666666666666667,0.5773502691896258,6.666666666666667,0.28867513459481287,6.666666666666667,1.5275252316519465,9.999966666666666,0.5773502691896257,8.375,0.47871355387816905,9.333333333333334,0.2886751345948129,9.666666666666666,0.5773502691896257,9.111066666666666,0.38491942446872274,,,11.0,8.248603333333332,1.2263179943721723,9.999966666666666,6.666666666666667,7.555555555555556,9.388866666666665,1.833311111111109,1,0,0,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,8.0,0.0,8.0,0.0,8.0,0.0,9.333333333333334,0.2886751345948129,8.333333333333334,0.5773502691896257,9.666666666666666,0.5773502691896257,9.125,0.25,9.5,0.0,10.0,0.0,10.0,0.0,,,11.0,8.995833333333334,0.834362790057238,10.0,8.0,8.0,10.0,2.0,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Rick Fox,Cheryl Burke,Athlete,International,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,,,,,,,,,,,,,,,,,7.333333333333333,0.5773502691896258,7.0,0.0,8.0,0.0,6.5,0.5,8.0,0.0,10.0,0.0,8.625,0.25,,,,,,,,,7.0,7.922619047619047,1.1578107762716643,10.0,6.5,7.444444444444444,,,0,1,0,0,0,0,0,0,35-50,1,1,1,1,1,1,1,1,0,0,0,0,7,7
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,,,,,,,,,,,,,6.333333333333333,1.1547005383792517,7.0,0.0,7.666666666666667,0.5773502691896258,5.666666666666667,0.28867513459481287,8.0,0.0,7.3333,0.0,8.75,0.5,8.0,0.0,,,,,,,8.0,7.343745833333333,0.9924692131385122,8.75,5.666666666666667,7.0,,,0,1,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,0,0,0,8,8
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,6.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,3.0,5.666666666666667,0.5773502691896258,6.0,5.0,5.666666666666667,,,0,0,0,0,0,1,0,0,35-50,0,1,1,1,0,0,0,0,0,0,0,0,3,3
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.333333333333333,0.5773502691896258,4.0,1.0,,,,,,,,,,,,,,,,,,,2.0,4.666666666666666,0.9428090415820631,5.333333333333333,4.0,4.666666666666666,,,0,0,0,1,0,0,0,0,>50,0,1,1,0,0,0,0,0,0,0,0,0,2,2
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,7.666666666666667,0.5773502691896258,7.0,0.0,8.0,0.0,8.0,0.0,9.0,0.0,11.999966666666666,0.5773502691896257,9.125,0.25,9.5,0.5,9.5,0.0,,,,,9.0,8.865737037037038,1.4633422314122444,11.999966666666666,7.0,7.555555555555556,9.5,1.9444444444444438,0,0,0,1,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,0,0,9,9
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,7.0,,5.0,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,6.0,0.0,6.666666666666667,0.5773502691896258,4.666666666666667,0.28867513459481287,,,,,,,,,,,,,,,4.0,5.583333333333334,0.9179284245476836,6.666666666666667,4.666666666666667,5.888888888888889,,,0,0,1,0,0,0,0,0,25-35,0,1,1,1,1,0,0,0,0,0,0,0,4,4
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,,,,,,,,,,,,,,,,,,,,,6.333333333333333,0.5773502691896258,7.666666666666667,0.5773502691896258,8.666666666666666,0.5773502691896257,7.666666666666667,0.28867513459481287,7.666666666666667,0.5773502691896258,10.6666,0.0,,,,,,,,,,,6.0,8.1111,1.4554897358315901,10.6666,6.333333333333333,7.5555555555555545,,,0,0,1,0,0,0,0,0,<25,0,1,1,1,1,1,1,0,0,0,0,0,6,6
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,6.0,0.0,7.333333333333333,0.5773502691896258,6.333333333333333,0.5773502691896258,5.333333333333333,0.28867513459481287,6.0,0.0,9.333266666666667,0.5773502691896257,8.125,0.25,7.833333333333333,0.28867513459481287,8.833333333333334,0.2886751345948129,8.555533333333335,0.3849194244687238,,,11.0,7.368046666666666,1.380971787037155,9.333266666666667,5.333333333333333,6.5555555555555545,8.694433333333334,2.13887777777778,0,0,1,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,,,,,,,,,8.0,0.0,7.0,0.0,7.0,0.0,8.333333333333334,0.5773502691896257,7.333333333333333,0.5773502691896258,8.0,0.0,8.25,0.6454972243679028,7.666666666666667,0.28867513459481287,8.0,0.0,,,,,9.0,7.731481481481483,0.5099322152968284,8.333333333333334,7.0,7.333333333333333,8.0,0.666666666666667,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,0,0,9,9
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,7.0,0.0,6.0,1.0,7.666666666666667,0.5773502691896258,8.666666666666666,0.5773502691896257,8.666666666666666,0.5773502691896257,9.333333333333334,0.5773502691896257,8.0,0.408248290463863,9.166666666666666,0.2886751345948129,12.166666666666666,0.2886751345948129,9.888866666666667,0.1924885797478208,,,11.0,8.655553333333334,1.6921490463641526,12.166666666666666,6.0,6.888888888888889,11.027766666666666,4.138877777777777,1,0,0,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,7.666666666666667,0.5773502691896258,6.666666666666667,0.5773502691896258,7.0,0.0,7.333333333333333,0.5773502691896258,7.666666666666667,0.5773502691896258,8.666666666666666,0.5773502691896257,7.5,0.5773502691896257,8.833333333333334,0.2886751345948129,9.0,0.0,9.3333,0.0,,,11.0,7.966663333333334,0.9189310752710267,9.3333,6.666666666666667,7.111111111111112,9.16665,2.055538888888889,1,0,0,0,0,0,0,0,>50,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Hines Ward,Kym Johnson,Athlete,International,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,7.0,0.0,7.666666666666667,0.5773502691896258,8.333333333333334,0.5773502691896257,8.333333333333334,0.5773502691896257,9.0,0.0,9.0,0.0,8.25,0.5,9.0,0.0,10.0,0.0,9.888866666666667,0.1924885797478208,,,11.0,8.64722,0.9294390981050988,10.0,7.0,7.666666666666667,9.944433333333333,2.2777666666666656,0,1,0,0,0,0,0,0,25-35,1,1,1,1,1,1,1,1,1,1,1,0,10,10
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.666666666666667,0.5773502691896258,5.666666666666667,0.5773502691896258,6.666666666666667,0.5773502691896258,7.0,0.0,,,,,,,,,,,,,,,4.0,6.25,0.6871842709362767,7.0,5.666666666666667,6.0,,,0,1,0,0,0,0,0,0,>50,0,1,1,1,1,0,0,0,0,0,0,0,4,4
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,6.333333333333333,0.5773502691896258,7.666666666666667,0.5773502691896258,7.0,0.0,7.666666666666667,0.5773502691896258,8.666666666666666,0.5773502691896257,7.333333333333333,0.5773502691896258,,,,,,,,,,,6.0,7.4444444444444455,0.7793634629666747,8.666666666666666,6.333333333333333,7.0,,,0,1,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,0,0,0,0,0,6,6
Petra Nemcova,Dmitry Chaplin,Model,International,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,8.333333333333334,0.5773502691896257,7.666666666666667,0.5773502691896258,7.333333333333333,0.5773502691896258,,,,,,,,,,,,,5.0,7.066666666666667,1.038160766826496,8.333333333333334,6.0,6.777777777777779,,,0,0,0,0,1,0,0,0,25-35,1,1,1,1,1,1,0,0,0,0,0,0,5,5
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.333333333333333,0.5773502691896258,5.666666666666667,0.5773502691896258,,,,,,,,,,,,,,,,,,,2.0,5.0,0.9428090415820638,5.666666666666667,4.333333333333333,5.0,,,0,0,0,0,0,0,0,1,25-35,0,1,1,0,0,0,0,0,0,0,0,0,2,2
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,,,,,,,,,,,,,6.333333333333333,0.5773502691896258,7.666666666666667,0.5773502691896258,6.666666666666667,0.5773502691896258,7.666666666666667,0.5773502691896258,8.666666666666666,0.5773502691896257,9.333333333333334,0.5773502691896257,7.5,0.408248290463863,8.666666666666666,0.2886751345948129,,,,,,,8.0,7.8125,1.0290907529357056,9.333333333333334,6.333333333333333,6.888888888888889,,,0,0,0,1,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,0,0,0,8,8
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.666666666666667,0.5773502691896258,5.666666666666667,0.5773502691896258,5.0,0.0,,,,,,,,,,,,,,,,,3.0,5.111111111111112,0.5091750772173156,5.666666666666667,4.666666666666667,5.111111111111112,,,0,0,1,0,0,0,0,0,35-50,0,1,1,1,0,0,0,0,0,0,0,0,3,3
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,,,,,,,,,,,,,,,,,6.0,0.0,6.333333333333333,0.5773502691896258,7.666666666666667,0.5773502691896258,6.0,0.0,7.333333333333333,0.5773502691896258,8.333333333333334,0.5773502691896257,7.625,0.25,,,,,,,,,7.0,7.041666666666667,0.9270248108869581,8.333333333333334,6.0,6.666666666666667,,,0,0,1,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,0,0,0,0,7,7
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,International,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,2.0,6.0,1.4142135623730951,7.0,5.0,6.0,,,1,0,0,0,0,0,0,0,25-35,1,1,1,0,0,0,0,0,0,0,0,0,2,2
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,8.0,0.0,7.666666666666667,0.5773502691896258,8.333333333333334,0.5773502691896257,7.666666666666667,0.5773502691896258,7.833333333333333,0.28867513459481287,,,,,,,,,7.0,7.357142857142857,0.9546599716001827,8.333333333333334,6.0,6.666666666666667,,,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,0,0,0,0,7,7
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,6.666666666666667,0.5773502691896258,7.666666666666667,0.5773502691896258,9.0,0.0,9.666666666666666,0.5773502691896257,8.0,0.0,9.666666666666666,0.5773502691896257,8.833333333333334,0.2886751345948129,8.666666666666666,0.2886751345948129,11.166633333333332,0.2886751345948129,9.3333,0.0,,,11.0,8.86666,1.2417547322286895,11.166633333333332,6.666666666666667,7.777777777777779,10.249966666666666,2.472188888888887,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,1,0,10,10
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,7.333333333333333,0.5773502691896258,7.333333333333333,0.5773502691896258,8.666666666666666,0.5773502691896257,8.666666666666666,0.5773502691896257,9.333333333333334,0.5773502691896257,9.666666666666666,0.5773502691896257,8.0,0.5,10.0,0.0,9.333333333333334,0.2886751345948129,9.388833333333332,0.2545839023452453,,,11.0,8.772216666666667,0.9473227383943723,10.0,7.333333333333333,7.777777777777778,9.361083333333333,1.5833055555555555,1,0,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.666666666666667,0.5773502691896258,,,,,,,,,,,,,,,,,,,,,1.0,4.666666666666667,,4.666666666666667,4.666666666666667,4.666666666666667,,,0,1,0,0,0,0,0,0,25-35,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,,,,,,,,,7.0,0.0,6.333333333333333,0.5773502691896258,8.0,0.0,8.0,0.0,8.0,0.0,6.666666666666667,0.5773502691896258,8.333333333333334,0.2886751345948129,8.666666666666666,0.2886751345948129,8.1666,0.0,,,,,9.0,7.685177777777778,0.8098494757257878,8.666666666666666,6.333333333333333,7.111111111111111,8.1666,1.05548888888889,0,1,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,0,0,9,9
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333333333,0.5773502691896258,7.0,0.0,8.666666666666666,0.5773502691896257,7.0,0.0,,,,,,,,,,,,,,,4.0,7.5,0.793492047615872,8.666666666666666,7.0,7.666666666666667,,,0,0,0,1,0,0,0,0,35-50,0,1,1,1,1,0,0,0,0,0,0,0,4,4
