season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_age_during_season,is_international,weeks_survived,season_avg_score,season_score_std,season_max_score,season_min_score,score_improvement,total_weeks_participated,consecutive_weeks,week1_avg_score,week2_avg_score,week3_avg_score,week4_avg_score,week5_avg_score,week6_avg_score,week7_avg_score,week8_avg_score,week9_avg_score,week10_avg_score,week11_avg_score,is_Actor_Actress,is_Athlete,is_TV_Personality,is_Singer_Rapper,is_Model,is_Comedian,is_Social_Media_Personality,is_Radio_Personality
10,Shannen Doherty,Mark Ballas,Actor/Actress,38,0,2.0,6.333333333333334,0.4714045207910319,6.666666666666667,6.0,,2,2,6.0,6.666666666666667,,,,,,,,,,1,0,0,0,0,0,0,0
10,Niecy Nash,Louis van Amstel,Actor/Actress,40,0,8.0,6.999991666666666,1.011819044263021,8.6666,6.0,,8,8,6.0,7.0,7.0,6.0,6.0,8.6666,8.166666666666666,7.166666666666667,,,,1,0,0,0,0,0,0,0
10,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,0,3.0,4.333333333333333,0.3333333333333335,4.666666666666667,4.0,,3,3,4.666666666666667,4.0,4.333333333333333,,,,,,,,,0,0,0,0,0,0,0,0
10,Chad Ochocinco,Cheryl Burke,Athlete,32,0,9.0,7.388885185185185,1.6029410181072987,10.3333,5.333333333333333,2.666666666666666,9,9,6.0,5.333333333333333,6.666666666666667,7.333333333333333,6.0,10.3333,8.666666666666666,7.5,8.666666666666666,,,0,1,0,0,0,0,0,0
10,Evan Lysacek,Anna Trebunskaya,Athlete,24,0,11.0,8.762956666666668,0.5927059617123678,9.833333333333334,7.666666666666667,1.2870055555555542,10,10,7.666666666666667,8.0,8.666666666666666,8.666666666666666,9.0,9.0,9.0,8.833333333333334,9.833333333333334,8.9629,,0,1,0,0,0,0,0,0
10,Pamela Anderson,Damian Whitewood,Model,42,1,7.0,7.809514285714285,1.1156434547359824,9.999933333333333,7.0,,7,7,7.0,7.333333333333333,7.0,7.833333333333333,7.0,9.999933333333333,8.5,,,,,0,0,0,0,1,0,0,0
10,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,0,11.0,9.359253333333333,1.1865644521313317,11.999966666666666,7.666666666666667,1.2685055555555547,10,10,8.333333333333334,9.333333333333334,7.666666666666667,8.333333333333334,9.666666666666666,11.999966666666666,9.0,9.833333333333334,9.833333333333334,9.592566666666666,,0,0,0,1,0,0,0,0
10,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,0,11.0,8.31666,1.404244799611011,11.333333333333334,6.5,1.7221888888888879,10,10,7.0,7.666666666666667,7.666666666666667,6.5,7.333333333333333,11.333333333333334,8.5,8.833333333333334,9.333333333333334,8.999933333333333,,0,0,0,0,0,0,0,0
10,Kate Gosselin,Tony Dovolani,TV Personality,35,0,5.0,5.133333333333333,0.1825741858350552,5.333333333333333,5.0,,5,5,5.333333333333333,5.0,5.0,5.333333333333333,5.0,,,,,,,0,0,1,0,0,0,0,0
10,Jake Pavelka,Chelsie Hightower,TV Personality,32,0,6.0,7.111105555555555,0.7502977188102411,8.3333,6.333333333333333,,6,6,6.666666666666667,6.666666666666667,7.0,6.333333333333333,7.666666666666667,8.3333,,,,,,0,0,1,0,0,0,0,0
11,David Hasselhoff,Kym Johnson,Actor/Actress,58,0,1.0,5.0,,5.0,5.0,,1,1,5.0,,,,,,,,,,,1,0,0,0,0,0,0,0
11,Florence Henderson,Corky Ballas,Actor/Actress,76,0,5.0,6.366666666666666,0.4772607021092119,7.0,5.833333333333333,,5,5,6.0,6.333333333333333,6.666666666666667,5.833333333333333,7.0,,,,,,,1,0,0,0,0,0,0,0
11,Kyle Massey,Lacey Schwimmer,Actor/Actress,19,0,11.0,8.248603333333332,1.2263179943721723,9.999966666666666,6.666666666666667,1.833311111111109,10,10,7.666666666666667,7.333333333333333,7.666666666666667,6.666666666666667,6.666666666666667,9.999966666666666,8.375,9.333333333333334,9.666666666666666,9.111066666666666,,1,0,0,0,0,0,0,0
11,Jennifer Grey,Derek Hough,Actor/Actress,50,0,11.0,8.995833333333334,0.834362790057238,10.0,8.0,2.0,10,10,8.0,8.0,8.0,9.333333333333334,8.333333333333334,9.666666666666666,9.125,9.5,10.0,10.0,,1,0,0,0,0,0,0,0
11,Rick Fox,Cheryl Burke,Athlete,41,1,7.0,7.922619047619047,1.1578107762716643,10.0,6.5,,7,7,7.333333333333333,7.0,8.0,6.5,8.0,10.0,8.625,,,,,0,1,0,0,0,0,0,0
11,Kurt Warner,Anna Trebunskaya,Athlete,39,0,8.0,7.343745833333333,0.9924692131385122,8.75,5.666666666666667,,8,8,6.333333333333333,7.0,7.666666666666667,5.666666666666667,8.0,7.3333,8.75,8.0,,,,0,1,0,0,0,0,0,0
11,Margaret Cho,Louis van Amstel,Comedian,41,0,3.0,5.666666666666667,0.5773502691896258,6.0,5.0,,3,3,5.0,6.0,6.0,,,,,,,,,0,0,0,0,0,1,0,0
11,Michael Bolton,Chelsie Hightower,Singer/Rapper,57,0,2.0,4.666666666666666,0.9428090415820631,5.333333333333333,4.0,,2,2,5.333333333333333,4.0,,,,,,,,,,0,0,0,1,0,0,0,0
11,Brandy,Maksim Chmerkoskiy,Singer/Rapper,31,0,9.0,8.865737037037038,1.4633422314122444,11.999966666666666,7.0,1.9444444444444438,9,9,7.666666666666667,7.0,8.0,8.0,9.0,11.999966666666666,9.125,9.5,9.5,,,0,0,0,1,0,0,0,0
11,The Situation,Karina Smirnoff,TV Personality,28,0,4.0,5.583333333333334,0.9179284245476836,6.666666666666667,4.666666666666667,,4,4,5.0,6.0,6.666666666666667,4.666666666666667,,,,,,,,0,0,1,0,0,0,0,0
11,Audrina Patridge,Tony Dovolani,TV Personality,25,0,6.0,8.1111,1.4554897358315901,10.6666,6.333333333333333,,6,6,6.333333333333333,7.666666666666667,8.666666666666666,7.666666666666667,7.666666666666667,10.6666,,,,,,0,0,1,0,0,0,0,0
11,Bristol Palin,Mark Ballas,TV Personality,19,0,11.0,7.368046666666666,1.380971787037155,9.333266666666667,5.333333333333333,2.13887777777778,10,10,6.0,7.333333333333333,6.333333333333333,5.333333333333333,6.0,9.333266666666667,8.125,7.833333333333333,8.833333333333334,8.555533333333335,,0,0,1,0,0,0,0,0
12,Ralph Macchio,Karina Smirnoff,Actor/Actress,49,0,9.0,7.731481481481483,0.5099322152968284,8.333333333333334,7.0,0.666666666666667,9,9,8.0,7.0,7.0,8.333333333333334,7.333333333333333,8.0,8.25,7.666666666666667,8.0,,,1,0,0,0,0,0,0,0
12,Chelsea Kane,Mark Ballas,Actor/Actress,22,0,11.0,8.655553333333334,1.6921490463641526,12.166666666666666,6.0,4.138877777777777,10,10,7.0,6.0,7.666666666666667,8.666666666666666,8.666666666666666,9.333333333333334,8.0,9.166666666666666,12.166666666666666,9.888866666666667,,1,0,0,0,0,0,0,0
12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,60,0,11.0,7.966663333333334,0.9189310752710267,9.3333,6.666666666666667,2.055538888888889,10,10,7.666666666666667,6.666666666666667,7.0,7.333333333333333,7.666666666666667,8.666666666666666,7.5,8.833333333333334,9.0,9.3333,,1,0,0,0,0,0,0,0
12,Hines Ward,Kym Johnson,Athlete,35,1,11.0,8.64722,0.9294390981050988,10.0,7.0,2.2777666666666656,10,10,7.0,7.666666666666667,8.333333333333334,8.333333333333334,9.0,9.0,8.25,9.0,10.0,9.888866666666667,,0,1,0,0,0,0,0,0
12,Sugar Ray Leonard,Anna Trebunskaya,Athlete,54,0,4.0,6.25,0.6871842709362767,7.0,5.666666666666667,,4,4,5.666666666666667,5.666666666666667,6.666666666666667,7.0,,,,,,,,0,1,0,0,0,0,0,0
12,Chris Jericho,Cheryl Burke,Athlete,40,0,6.0,7.4444444444444455,0.7793634629666747,8.666666666666666,6.333333333333333,,6,6,6.333333333333333,7.666666666666667,7.0,7.666666666666667,8.666666666666666,7.333333333333333,,,,,,0,1,0,0,0,0,0,0
12,Petra Nemcova,Dmitry Chaplin,Model,31,1,5.0,7.066666666666667,1.038160766826496,8.333333333333334,6.0,,5,5,6.0,6.0,8.333333333333334,7.666666666666667,7.333333333333333,,,,,,,0,0,0,0,1,0,0,0
12,Mike Catherwood,Lacey Schwimmer,Radio Personality,32,0,2.0,5.0,0.9428090415820638,5.666666666666667,4.333333333333333,,2,2,4.333333333333333,5.666666666666667,,,,,,,,,,0,0,0,0,0,0,0,1
12,Romeo,Chelsie Hightower,Singer/Rapper,21,0,8.0,7.8125,1.0290907529357056,9.333333333333334,6.333333333333333,,8,8,6.333333333333333,7.666666666666667,6.666666666666667,7.666666666666667,8.666666666666666,9.333333333333334,7.5,8.666666666666666,,,,0,0,0,1,0,0,0,0
12,Wendy Williams,Tony Dovolani,TV Personality,46,0,3.0,5.111111111111112,0.5091750772173156,5.666666666666667,4.666666666666667,,3,3,4.666666666666667,5.666666666666667,5.0,,,,,,,,,0,0,1,0,0,0,0,0
12,Kendra Wilkinson,Louis van Amstel,TV Personality,25,0,7.0,7.041666666666667,0.9270248108869581,8.333333333333334,6.0,,7,7,6.0,6.333333333333333,7.666666666666667,6.0,7.333333333333333,8.333333333333334,7.625,,,,,0,0,1,0,0,0,0,0
13,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,33,1,2.0,6.0,1.4142135623730951,7.0,5.0,,2,2,5.0,7.0,,,,,,,,,,1,0,0,0,0,0,0,0
13,David Arquette,Kym Johnson,Actor/Actress,40,0,7.0,7.357142857142857,0.9546599716001827,8.333333333333334,6.0,,7,7,6.0,6.0,8.0,7.666666666666667,8.333333333333334,7.666666666666667,7.833333333333333,,,,,1,0,0,0,0,0,0,0
13,Ricki Lake,Derek Hough,Actor/Actress,42,0,11.0,8.86666,1.2417547322286895,11.166633333333332,6.666666666666667,2.472188888888887,10,10,6.666666666666667,7.666666666666667,9.0,9.666666666666666,8.0,9.666666666666666,8.833333333333334,8.666666666666666,11.166633333333332,9.3333,,1,0,0,0,0,0,0,0
13,J.R. Martinez,Karina Smirnoff,Actor/Actress,28,0,11.0,8.772216666666667,0.9473227383943723,10.0,7.333333333333333,1.5833055555555555,10,10,7.333333333333333,7.333333333333333,8.666666666666666,8.666666666666666,9.333333333333334,9.666666666666666,8.0,10.0,9.333333333333334,9.388833333333332,,1,0,0,0,0,0,0,0
13,Metta World Peace (Ron),Peta Murgatroyd,Athlete,31,0,1.0,4.666666666666667,,4.666666666666667,4.666666666666667,,1,1,4.666666666666667,,,,,,,,,,,0,1,0,0,0,0,0,0
13,Hope Solo,Maksim Chmerkoskiy,Athlete,30,0,9.0,7.685177777777778,0.8098494757257878,8.666666666666666,6.333333333333333,1.05548888888889,9,9,7.0,6.333333333333333,8.0,8.0,8.0,6.666666666666667,8.333333333333334,8.666666666666666,8.1666,,,0,1,0,0,0,0,0,0
13,Chynna Phillips,Tony Dovolani,Singer/Rapper,43,0,4.0,7.5,0.793492047615872,8.666666666666666,7.0,,4,4,7.333333333333333,7.0,8.666666666666666,7.0,,,,,,,,0,0,0,1,0,0,0,0
13,Kristin Cavallari,Mark Ballas,TV Personality,24,0,3.0,7.222222222222221,0.8388704928078612,8.0,6.333333333333333,,3,3,6.333333333333333,7.333333333333333,8.0,,,,,,,,,0,0,1,0,0,0,0,0
13,Carson Kressley,Anna Trebunskaya,TV Personality,41,0,5.0,6.466666666666667,0.767390962214756,7.666666666666667,5.666666666666667,,5,5,5.666666666666667,6.0,7.666666666666667,6.666666666666667,6.333333333333333,,,,,,,0,0,1,0,0,0,0,0
13,Chaz Bono,Lacey Schwimmer,TV Personality,42,0,6.0,6.277777777777779,0.6116159530899059,7.0,5.666666666666667,,6,6,5.666666666666667,5.666666666666667,6.0,7.0,7.0,6.333333333333333,,,,,,0,0,1,0,0,0,0,0
13,Nancy Grace,Tristan MacManus,TV Personality,51,0,8.0,7.041666666666666,0.7650604291933157,8.0,5.333333333333333,,8,8,5.333333333333333,7.0,7.0,7.0,7.333333333333333,8.0,7.333333333333333,7.333333333333333,,,,0,0,1,0,0,0,0,0
13,Rob Kardashian,Cheryl Burke,TV Personality,24,0,11.0,8.127766666666668,1.4574374322381354,10.833266666666667,5.333333333333333,3.3610555555555566,10,10,5.333333333333333,7.0,8.0,8.0,8.333333333333334,7.333333333333333,8.5,8.5,10.833266666666667,9.4444,,0,0,1,0,0,0,0,0
14,William Levy,Cheryl Burke,Actor/Actress,31,1,11.0,9.255553333333335,1.2752781347757192,12.0,7.333333333333333,1.2222111111111094,10,10,8.0,8.333333333333334,9.333333333333334,7.333333333333333,9.666666666666666,12.0,8.833333333333334,9.5,9.666666666666666,9.888866666666667,,1,0,0,0,0,0,0,0
14,Jack Wagner,Anna Trebunskaya,Actor/Actress,52,0,3.0,7.555555555555556,0.5091750772173156,8.0,7.0,,3,3,7.666666666666667,7.0,8.0,,,,,,,,,1,0,0,0,0,0,0,0
14,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,44,0,4.0,7.583333333333334,0.4194352464039306,8.0,7.0,,4,4,7.666666666666667,7.666666666666667,8.0,7.0,,,,,,,,1,0,0,0,0,0,0,0
14,Jaleel White,Kym Johnson,Actor/Actress,35,0,7.0,8.642847619047618,1.711669410238756,12.333266666666667,7.333333333333333,,7,7,8.666666666666666,7.333333333333333,8.333333333333334,7.333333333333333,8.0,12.333266666666667,8.5,,,,,1,0,0,0,0,0,0,0
14,Roshon Fegan,Chelsie Hightower,Actor/Actress,20,0,8.0,8.666658333333332,0.5345106059351329,9.333333333333334,7.666666666666667,,8,8,7.666666666666667,8.666666666666666,8.333333333333334,8.666666666666666,8.666666666666666,9.333266666666667,8.666666666666666,9.333333333333334,,,,1,0,0,0,0,0,0,0
14,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,47,0,8.0,7.749999999999999,1.1198072396480805,10.0,6.666666666666667,,8,8,6.666666666666667,6.666666666666667,8.0,7.333333333333333,7.0,10.0,7.833333333333333,8.5,,,,1,0,0,0,0,0,0,0
14,Martina Navratilova,Tony Dovolani,Athlete,55,1,2.0,6.166666666666667,0.7071067811865476,6.666666666666667,5.666666666666667,,2,2,6.666666666666667,5.666666666666667,,,,,,,,,,0,1,0,0,0,0,0,0
14,Donald Driver,Peta Murgatroyd,Athlete,37,0,11.0,9.038883333333334,1.1370488297765826,11.3333,7.0,1.8055444444444442,10,10,7.0,8.0,8.666666666666666,9.0,9.0,11.3333,8.833333333333334,9.166666666666666,9.5,9.888866666666667,,0,1,0,0,0,0,0,0
14,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,35,0,5.0,7.133333333333335,0.6912147117775908,8.0,6.333333333333333,,5,5,6.666666666666667,7.0,8.0,7.666666666666667,6.333333333333333,,,,,,,0,0,0,1,0,0,0,0
14,Gladys Knight,Tristan MacManus,Singer/Rapper,67,0,6.0,7.333333333333333,0.6992058987801011,8.0,6.333333333333333,,6,6,7.666666666666667,6.333333333333333,8.0,6.666666666666667,7.333333333333333,8.0,,,,,,0,0,0,1,0,0,0,0
14,Katherine Jenkins,Mark Ballas,Singer/Rapper,31,1,11.0,9.516663333333332,1.3572981058924596,12.999966666666666,8.0,0.6666666666666679,10,10,8.666666666666666,8.666666666666666,9.666666666666666,8.0,9.666666666666666,12.999966666666666,9.0,9.166666666666666,9.333333333333334,10.0,,0,0,0,1,0,0,0,0
14,Maria Menounos,Derek Hough,TV Personality,33,0,9.0,8.907403703703704,0.8979521455395115,9.999966666666666,7.0,1.7222222222222214,9,9,7.0,8.333333333333334,9.0,8.666666666666666,9.0,9.999966666666666,9.5,8.833333333333334,9.833333333333334,,,0,0,1,0,0,0,0,0
15,Gilles Marini,Peta Murgatroyd,Actor/Actress,36,1,8.0,9.298020833333332,1.001931945687771,11.1666,8.0,,8,8,8.0,8.5,8.5,9.875,9.416666666666666,9.166666666666666,11.1666,9.759233333333333,,,,1,0,0,0,0,0,0,0
15,Sabrina Bryan,Louis van Amstel,Actor/Actress,28,0,6.0,8.881944444444445,0.906158200969999,10.0,7.5,,6,6,7.5,8.666666666666666,8.5,8.875,9.75,10.0,,,,,,1,0,0,0,0,0,0,0
15,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,61,0,8.0,8.0729125,1.0647969570123208,9.3333,6.333333333333333,,8,8,6.333333333333333,7.0,8.0,7.5,8.75,9.166666666666666,9.3333,8.5,,,,1,0,0,0,0,0,0,0
15,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,36,0,11.0,9.064340000000001,1.337731018451914,12.0,7.166666666666667,1.5369833333333345,10,10,7.166666666666667,7.333333333333333,9.0,9.375,8.583333333333334,9.0,12.0,9.444433333333334,9.036999999999999,9.703633333333334,,1,0,0,0,0,0,0,0
15,Apolo Anton Ohno,Karina Smirnoff,Athlete,30,0,9.0,9.148655555555557,1.1012706479335588,11.0,7.333333333333333,1.5370000000000008,9,9,7.333333333333333,8.166666666666666,8.5,8.625,9.416666666666666,10.0,11.0,9.759233333333333,9.537,,,0,1,0,0,0,0,0,0
15,Emmitt Smith,Cheryl Burke,Athlete,43,0,9.0,9.039085185185185,1.1309990015113862,11.499966666666666,7.5,1.0,9,9,8.166666666666666,7.5,8.333333333333334,9.0,9.333333333333334,8.833333333333334,11.499966666666666,9.685133333333333,9.0,,,0,1,0,0,0,0,0,0
15,Shawn Johnson,Derek Hough,Athlete,20,0,11.0,9.455079999999999,1.3688988719152577,12.6666,7.333333333333333,1.5740500000000015,10,10,7.333333333333333,8.333333333333334,8.833333333333334,9.875,9.416666666666666,9.333333333333334,12.6666,9.277766666666666,9.833333333333334,9.648100000000001,,0,1,0,0,0,0,0,0
15,Pamela Anderson,Tristan MacManus,Model,45,1,1.0,5.666666666666667,,5.666666666666667,5.666666666666667,,1,1,5.666666666666667,,,,,,,,,,,0,0,0,0,1,0,0,0
15,Helio Castroneves,Chelsie Hightower,Racing Driver,37,1,3.0,7.777777777777779,0.6735753140545633,8.5,7.166666666666667,,3,3,7.166666666666667,7.666666666666667,8.5,,,,,,,,,0,0,0,0,0,0,0,0
15,Joey Fatone,Kym Johnson,Singer/Rapper,35,0,2.0,7.166666666666666,0.4714045207910319,7.5,6.833333333333333,,2,2,6.833333333333333,7.5,,,,,,,,,,0,0,0,1,0,0,0,0
15,Drew Lachey,Anna Trebunskaya,Singer/Rapper,36,0,3.0,7.555555555555556,0.41943524640393043,8.0,7.166666666666667,,3,3,7.166666666666667,7.5,8.0,,,,,,,,,0,0,0,1,0,0,0,0
15,Bristol Palin,Mark Ballas,TV Personality,21,0,4.0,7.0,0.9128709291752769,8.0,6.0,,4,4,6.5,6.0,7.5,8.0,,,,,,,,0,0,1,0,0,0,0,0
15,Melissa Rycroft,Tony Dovolani,TV Personality,29,0,11.0,9.470356666666666,1.5647150470711477,12.999966666666666,7.0,1.7406888888888892,10,10,7.0,7.833333333333333,9.0,9.25,9.416666666666666,9.833333333333334,12.999966666666666,10.0,9.592566666666666,9.7777,,0,0,1,0,0,0,0,0
16,Ingo Rademacher,Kym Johnson,Actor/Actress,41,1,9.0,7.5,0.6972166887783964,8.5,6.666666666666667,1.7222222222222214,9,9,6.666666666666667,6.666666666666667,7.0,7.666666666666667,7.0,7.666666666666667,8.333333333333334,8.0,8.5,,,1,0,0,0,0,0,0,0
16,Zendaya,Valentin Chmerkovskiy,Actor/Actress,16,0,11.0,9.099993333333334,0.6992104898286493,10.0,8.0,1.1389111111111099,10,10,8.0,8.666666666666666,8.6666,8.666666666666666,9.666666666666666,8.5,10.0,9.666666666666666,9.166666666666666,10.0,,1,0,0,0,0,0,0,0
16,Dorothy Hamill,Tristan MacManus,Athlete,56,0,,6.0,1.4142135623730951,7.0,5.0,,2,2,7.0,5.0,,,,,,,,,,0,1,0,0,0,0,0,0
16,Victor Ortiz,Lindsay Arnold,Athlete,26,0,6.0,6.555555555555556,0.6885303726590963,7.666666666666667,6.0,,6,6,6.0,6.0,7.666666666666667,6.0,7.0,6.666666666666667,,,,,,0,1,0,0,0,0,0,0
16,Alexandra Raisman,Mark Ballas,Athlete,18,0,10.0,8.816666666666666,1.1067971810589328,10.666666666666666,7.0,2.1944444444444438,10,10,7.0,8.0,7.666666666666667,9.0,8.333333333333334,8.666666666666666,10.666666666666666,9.333333333333334,9.833333333333334,9.666666666666666,,0,1,0,0,0,0,0,0
16,Jacoby Jones,Karina Smirnoff,Athlete,28,0,11.0,8.399989999999999,0.9434577855414441,9.833333333333334,6.666666666666667,1.916672222222222,10,10,6.666666666666667,7.666666666666667,8.6666,8.0,8.666666666666666,7.5,9.0,8.666666666666666,9.833333333333334,9.3333,,0,1,0,0,0,0,0,0
16,D. L. Hughley,Cheryl Burke,Comedian,50,0,5.0,5.533333333333333,1.0954451150103324,7.0,4.0,,5,5,4.0,5.333333333333333,5.333333333333333,7.0,6.0,,,,,,,0,0,0,0,0,1,0,0
16,Andy Dick,Sharna Burgess,Comedian,47,0,7.0,6.30952380952381,0.6267831705280087,7.166666666666667,5.666666666666667,,7,7,5.666666666666667,6.666666666666667,6.0,7.0,6.0,7.166666666666667,5.666666666666667,,,,,0,0,0,0,0,1,0,0
16,Wynonna Judd,Tony Dovolani,Singer/Rapper,48,0,3.0,5.666666666666667,0.5773502691896258,6.0,5.0,,3,3,6.0,6.0,5.0,,,,,,,,,0,0,0,1,0,0,0,0
16,Kellie Pickler,Derek Hough,Singer/Rapper,26,0,11.0,8.916666666666668,0.850744046172975,10.0,7.0,1.8333333333333321,10,10,7.0,8.666666666666666,8.333333333333334,8.666666666666666,9.0,9.0,9.666666666666666,9.166666666666666,9.666666666666666,10.0,,0,0,0,1,0,0,0,0
16,Lisa Vanderpump,Gleb Savchenko,TV Personality,52,1,4.0,6.25,0.5,7.0,6.0,,4,4,6.0,6.0,7.0,6.0,,,,,,,,0,0,1,0,0,0,0,0
16,Sean Lowe,Peta Murgatroyd,TV Personality,29,0,8.0,7.166666666666667,0.642416074439621,8.0,6.333333333333333,,8,8,6.333333333333333,6.666666666666667,7.0,6.666666666666667,8.0,7.666666666666667,8.0,7.0,,,,0,0,1,0,0,0,0,0
17,Valerie Harper,Tristan MacManus,Actor/Actress,74,0,4.0,6.166666666666666,0.6938886664887111,7.0,5.333333333333333,,4,4,7.0,6.333333333333333,5.333333333333333,6.0,,,,,,,,1,0,0,0,0,0,0,0
17,Brant Daugherty,Peta Murgatroyd,Actor/Actress,28,0,8.0,8.604166666666668,1.1544857303523945,10.333333333333334,7.0,,8,8,7.333333333333333,7.666666666666667,9.0,7.0,9.0,10.333333333333334,9.5,9.0,,,,1,0,0,0,0,0,0,0
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,39,0,9.0,8.851844444444446,0.8012147416406057,10.6666,8.0,1.1111111111111107,9,9,8.0,8.333333333333334,8.333333333333334,9.0,8.666666666666666,10.6666,9.0,8.333333333333334,9.333333333333334,,,1,0,0,0,0,0,0,0
17,Leah Remini,Tony Dovolani,Actor/Actress,43,0,10.0,8.29583,0.8051795291642637,9.333333333333334,7.0,0.895833333333333,10,10,7.0,8.0,8.0,8.0,7.333333333333333,9.3333,8.833333333333334,9.333333333333334,9.0,8.125,,1,0,0,0,0,0,0,0
17,Corbin Bleu,Karina Smirnoff,Actor/Actress,24,0,11.0,9.220948484848485,0.621756552101229,10.0,8.0,1.1990444444444446,11,11,8.0,8.666666666666666,8.666666666666666,9.0,9.333333333333334,8.999966666666666,9.833333333333334,10.0,9.666666666666666,9.375,9.8888,1,0,0,0,0,0,0,0
17,Amber Riley,Derek Hough,Actor/Actress,27,0,11.0,9.210851515151516,0.9114388470207891,10.666633333333332,8.0,1.273133333333334,11,11,9.0,8.0,8.0,9.0,8.666666666666666,10.666633333333332,9.833333333333334,9.333333333333334,8.5,9.875,10.4444,1,0,0,0,0,0,0,0
17,Keyshawn Johnson,Sharna Burgess,Athlete,41,0,2.0,5.833333333333334,0.23570226039551562,6.0,5.666666666666667,,2,2,5.666666666666667,6.0,,,,,,,,,,0,1,0,0,0,0,0,0
17,Bill Engvall,Emma Slater,Comedian,56,0,11.0,7.575751515151516,0.7504147675879929,8.499966666666666,6.0,0.6666555555555549,11,11,6.0,7.0,8.0,7.0,8.0,7.9999666666666664,8.333333333333334,8.0,7.0,7.5,8.499966666666666,0,0,0,0,0,1,0,0
17,Christina Milian,Mark Ballas,Singer/Rapper,31,0,5.0,8.333333333333332,0.7453559924999301,9.333333333333334,7.333333333333333,,5,5,7.333333333333333,8.333333333333334,8.666666666666666,8.0,9.333333333333334,,,,,,,0,0,0,1,0,0,0,0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,25,1,7.0,8.380952380952381,1.0788981249502494,10.0,6.666666666666667,,7,7,7.666666666666667,6.666666666666667,8.333333333333334,8.0,9.0,10.0,9.0,,,,,0,0,1,0,0,0,0,0
17,Jack Osbourne,Cheryl Burke,TV Personality,27,1,11.0,8.700748484848484,0.8334988474781921,10.0,7.333333333333333,1.4027666666666674,11,11,7.666666666666667,8.0,7.333333333333333,8.0,9.0,8.999933333333333,9.5,10.0,9.0,8.875,9.3333,0,0,1,0,0,0,0,0
17,Bill Nye,Tyne Stecklein,TV Personality,57,0,3.0,5.222222222222222,0.5091750772173155,5.666666666666667,4.666666666666667,,3,3,4.666666666666667,5.666666666666667,5.333333333333333,,,,,,,,,0,0,1,0,0,0,0,0
18,Billy Dee Williams,Emma Slater,Actor/Actress,76,0,,5.0,0.0,5.0,5.0,,2,2,5.0,5.0,,,,,,,,,,1,0,0,0,0,0,0,0
18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,39,0,8.0,8.78125,0.6999681115185585,9.75,8.0,,8,8,8.0,8.0,9.0,8.0,9.75,9.0,9.0,9.5,,,,1,0,0,0,0,0,0,0
18,James Maslow,Peta Murgatroyd,Actor/Actress,23,0,10.0,8.875000000000002,0.8279921422660488,10.0,7.0,1.4722222222222197,10,10,7.0,8.333333333333334,9.0,8.75,10.0,8.75,8.75,9.0,9.5,9.666666666666666,,1,0,0,0,0,0,0,0
18,Candace Cameron Bure,Mark Ballas,Actor/Actress,37,0,11.0,8.299993333333335,0.8014228091107484,9.25,7.0,1.0555222222222227,10,10,8.333333333333334,7.0,8.0,7.0,8.75,8.0,9.25,9.0,9.0,8.6666,,1,0,0,0,0,0,0,0
18,Sean Avery,Karina Smirnoff,Athlete,33,1,2.0,6.833333333333334,0.23570226039551562,7.0,6.666666666666667,,2,2,6.666666666666667,7.0,,,,,,,,,,0,1,0,0,0,0,0,0
18,Diana Nyad,Henry Byalikov,Athlete,64,0,2.0,6.0,,6.0,6.0,,1,1,6.0,,,,,,,,,,,0,1,0,0,0,0,0,0
18,Charlie White,Sharna Burgess,Athlete,26,0,9.0,9.023148148148149,0.5397044229923734,10.0,8.25,0.7222222222222214,9,9,9.0,8.333333333333334,9.0,8.25,9.25,9.0,8.875,10.0,9.5,,,0,1,0,0,0,0,0,0
18,Amy Purdy,Derek Hough,Athlete,34,0,11.0,9.126386666666667,0.737561527075689,10.0,8.0,1.4860999999999986,10,10,8.0,8.0,9.0,8.5,9.25,9.5,9.375,10.0,9.75,9.888866666666667,,0,1,0,0,0,0,0,0
18,Meryl Davis,Maksim Chmerkoskiy,Athlete,27,0,11.0,9.358333333333334,0.7339328357604716,10.0,8.0,1.3055555555555554,10,10,8.0,8.333333333333334,9.75,9.75,9.0,10.0,9.75,9.0,10.0,10.0,,0,1,0,0,0,0,0,0
18,Drew Carey,Cheryl Burke,Comedian,55,0,6.0,7.458333333333333,0.557150488348226,8.25,7.0,,6,6,7.0,7.0,7.5,8.25,7.0,8.0,,,,,,0,0,0,0,0,1,0,0
