celebrity_name,season,ballroom_partner,celebrity_industry,celebrity_age,is_international,weeks_survived,season_avg_score,season_score_std,season_max_score,season_min_score,final_result,placement,fan_vote_estimate,fan_vote_std,fan_vote_ci_low,fan_vote_ci_high,fan_certainty,is_finalist,avg_fan_vote,fan_vote_records,is_Actor_Actress,is_Athlete,is_TV_Personality,is_Singer_Rapper,is_Model,is_Comedian,is_Social_Media_Personality,is_Radio_Personality
Mark Dacascos,9,Lacey Schwimmer,Actor/Actress,45,0,7.0,8.071419047619047,1.6551080146979713,10.666666666666666,6.0,Eliminated Week 7,6,0.02629985103215507,0.020309636644813757,0.0021483758040944352,0.06534178892397177,0.9800946341038198,False,0.02629985103215507,1,1,0,0,0,0,0,0,0
Michael Irvin,9,Anna Demidova,Athlete,43,0,7.0,6.452371428571429,1.1168414933507087,7.833333333333333,4.666666666666667,Eliminated Week 7,7,0.024141834755646692,0.019436215745065797,0.0016871324181546245,0.06324912292304057,0.9809343483732715,False,0.024141834755646692,1,0,1,0,0,0,0,0,0
Louie Vito,9,Chelsie Hightower,Athlete,21,0,6.0,7.1111,1.293840679699183,8.999933333333333,5.333333333333333,Eliminated Week 6,8,0.018494941129311087,0.01465202100603351,0.0011123363356710374,0.04687929441479033,0.9855595606151695,False,0.018494941129311087,1,0,1,0,0,0,0,0,0
Melissa Joan Hart,9,Mark Ballas,Actor/Actress,33,0,6.0,7.6111055555555565,1.1434169066475308,9.333333333333334,6.333333333333333,Eliminated Week 6,9,0.018425566370057392,0.014450330687838221,0.0011711018352365814,0.045608254674652786,0.9857555069472544,False,0.018425566370057392,1,1,0,0,0,0,0,0,0
Natalie Coughlin,9,Alec Mazo,Athlete,27,0,5.0,7.999986666666667,0.8498169742819788,8.999933333333333,7.0,Eliminated Week 5,10,0.013169213186018673,0.010740917091506475,0.0009839037274359996,0.03464396142417411,0.9893732242260317,False,0.013169213186018673,1,0,1,0,0,0,0,0,0
Chuck Liddell,9,Anna Trebunskaya,Athlete,39,0,4.0,6.25,0.7876359377087677,7.333333333333333,5.666666666666667,Eliminated Week 4,11,0.016331603994380155,0.012263933226658141,0.0011297840439560736,0.03950620012274595,0.987884648633518,False,0.016331603994380155,1,0,1,0,0,0,0,0,0
Debi Mazar,9,Maksim Chmerkoskiy,Actor/Actress,45,0,3.0,6.666666666666667,0.8819171036881965,7.333333333333333,5.666666666666667,Eliminated Week 3,12,0.010028836344709139,0.007846373974427855,0.0008279072999305322,0.025642117069887806,0.9922147123043309,False,0.010028836344709139,1,1,0,0,0,0,0,0,0
Tom DeLay,9,Cheryl Burke,Politician,62,0,,5.888877777777778,0.8388550400087897,6.666633333333333,5.0,Withdrew,13,,,,,,False,,0,0,0,0,0,0,0,0,0
Kathy Ireland,9,Tony Dovolani,Model,46,0,2.0,6.333316666666667,0.4713809505649922,6.666633333333333,6.0,Eliminated Week 2,14,0.008237880447366338,0.006819725730330978,0.0006565648646061119,0.021900781093242384,0.993226467900811,False,0.008237880447366338,1,0,0,0,0,1,0,0,0
Macy Gray,9,Jonathan Roberts,Singer/Rapper,42,0,1.0,6.3333,,6.3333,6.3333,Eliminated Week 1,15,0.008223592219836838,0.00665057104114907,0.0004953126760470849,0.021138498619994662,0.993393366842011,False,0.008223592219836838,1,0,0,0,1,0,0,0,0
Ashley Hamiliton,9,Edyta Sliwinska,Actor/Actress,34,0,1.0,6.3333,,6.3333,6.3333,Eliminated Week 1,16,0.008692715052866543,0.0071167213665579475,0.0005370116914350715,0.022880308506341637,0.9929335684577839,False,0.008692715052866543,1,1,0,0,0,0,0,0,0
Nicole Scherzinger,10,Derek Hough,Singer/Rapper,31,0,11.0,9.359253333333331,1.1865644521313317,11.999966666666666,7.666666666666667,1st Place,1,0.5990731840500897,0.14388250527506005,0.3957338922650561,0.8561875519693932,0.8742156606019061,True,0.5990731840500897,1,0,0,0,1,0,0,0,0
Evan Lysacek,10,Anna Trebunskaya,Athlete,24,0,11.0,8.762956666666668,0.5927059617123678,9.833333333333334,7.666666666666667,2nd Place,2,0.28649730041129085,0.10441737456846731,0.10255958232020193,0.44408996851879845,0.9054547882232777,True,0.28649730041129085,1,0,1,0,0,0,0,0,0
Erin Andrews,10,Maksim Chmerkoskiy,Sports Broadcaster,32,0,11.0,8.31666,1.404244799611011,11.333333333333334,6.5,3rd Place,3,0.11442951553862195,0.08042548235697834,0.008197559827309167,0.26399504725002326,0.925561287038947,True,0.11442951553862195,1,0,0,0,0,0,0,0,0
Chad Ochocinco,10,Cheryl Burke,Athlete,32,0,9.0,7.388885185185185,1.6029410181072987,10.3333,5.333333333333333,Eliminated Week 9,4,0.06967698343468472,0.051797717704126875,0.005634349023847462,0.16830063905167583,0.9507531563985598,False,0.06967698343468472,1,0,1,0,0,0,0,0,0
Niecy Nash,10,Louis van Amstel,Actor/Actress,40,0,8.0,6.999991666666666,1.011819044263021,8.6666,6.0,Eliminated Week 8,5,0.05029059416228262,0.03856006704580126,0.003530229350451715,0.12536929939510663,0.9628716063044038,False,0.05029059416228262,1,1,0,0,0,0,0,0,0
Pamela Anderson,10,Damian Whitewood,Model,42,1,7.0,7.809514285714285,1.1156434547359824,9.999933333333331,7.0,Eliminated Week 7,6,0.011294367285422961,0.00796192059454185,0.0009562282154585528,0.025582009146408815,0.9921009708483377,False,0.019558741332378664,2,0,0,0,0,1,0,0,0
Jake Pavelka,10,Chelsie Hightower,TV Personality,32,0,6.0,7.111105555555555,0.7502977188102411,8.3333,6.333333333333333,Eliminated Week 6,7,0.029283205523167998,0.022116226014162344,0.0022090086719313666,0.07329344124366813,0.9783623178545883,False,0.029283205523167998,1,0,0,1,0,0,0,0,0
Kate Gosselin,10,Tony Dovolani,TV Personality,35,0,5.0,5.133333333333333,0.1825741858350552,5.333333333333333,5.0,Eliminated Week 5,8,0.02832685548575059,0.0213312737535279,0.0022717715581691816,0.07056322900174243,0.9791142459829585,False,0.02832685548575059,1,0,0,1,0,0,0,0,0
Aiden Turner,10,Edyta Sliwinska,Actor/Actress,32,1,4.0,5.875,0.7622457074451247,6.666666666666667,5.0,Eliminated Week 4,9,0.019575008367730323,0.015272963265841814,0.0012127178414603496,0.048544074046994776,0.9849567911109216,False,0.019575008367730323,1,1,0,0,0,0,0,0,0
Buzz Aldrin,10,Ashly DelGrosso,Astronaut,80,0,3.0,4.333333333333333,0.3333333333333335,4.666666666666667,4.0,Eliminated Week 3,10,0.02348870211324282,0.016534640041825838,0.0019060274084724488,0.05430229606518371,0.9837343073314792,False,0.02348870211324282,1,0,0,0,0,0,0,0,0
Shannen Doherty,10,Mark Ballas,Actor/Actress,38,0,2.0,6.333333333333334,0.4714045207910319,6.666666666666667,6.0,Eliminated Week 2,11,0.009873890969562855,0.008534709181208007,0.0005340053157546835,0.026167610230176972,0.991537515661571,False,0.009873890969562855,1,1,0,0,0,0,0,0,0
Jennifer Grey,11,Derek Hough,Actor/Actress,50,0,11.0,8.995833333333334,0.834362790057238,10.0,8.0,1st Place,1,0.5988713336557939,0.14682525601053872,0.38273750813712987,0.8588131498592815,0.8719724254056805,True,0.5988713336557939,1,1,0,0,0,0,0,0,0
Kyle Massey,11,Lacey Schwimmer,Actor/Actress,19,0,11.0,8.248603333333332,1.2263179943721725,9.999966666666666,6.666666666666667,2nd Place,2,0.2818811187608453,0.10687392924084525,0.09399246907811386,0.4480731274828498,0.9034452556723013,True,0.2818811187608453,1,1,0,0,0,0,0,0,0
Bristol Palin,11,Mark Ballas,TV Personality,19,0,11.0,7.368046666666666,1.380971787037155,9.333266666666669,5.333333333333333,3rd Place,3,0.1192475475833605,0.08387411786753833,0.009621037727264477,0.28084248196948397,0.9226163661583173,True,0.06775944046599411,2,0,0,1,0,0,0,0,0
Brandy,11,Maksim Chmerkoskiy,Singer/Rapper,31,0,9.0,8.865737037037038,1.4633422314122444,11.999966666666666,7.0,Eliminated Week 9,4,0.06269532248325575,0.049106676412954166,0.0034374687184693734,0.1593681588622914,0.95319191316096,False,0.06269532248325575,1,0,0,0,1,0,0,0,0
Kurt Warner,11,Anna Trebunskaya,Athlete,39,0,8.0,7.343745833333333,0.9924692131385122,8.75,5.666666666666667,Eliminated Week 8,5,0.04495245837934042,0.03562554202414518,0.0034349076836638474,0.1159577825309379,0.9655999774257069,False,0.04495245837934042,1,0,1,0,0,0,0,0,0
Rick Fox,11,Cheryl Burke,Athlete,41,1,7.0,7.922619047619047,1.1578107762716645,10.0,6.5,Eliminated Week 7,6,0.02841802955971497,0.023905828354149464,0.0017286978441730988,0.07745740875983563,0.9766523173399878,False,0.02841802955971497,1,0,1,0,0,0,0,0,0
Audrina Patridge,11,Tony Dovolani,TV Personality,25,0,6.0,8.1111,1.45548973583159,10.6666,6.333333333333333,Eliminated Week 6,7,0.018522979650745067,0.015995976369033375,0.00091395269873614,0.051601587291555714,0.9842558664196686,False,0.018522979650745067,1,0,0,1,0,0,0,0,0
Florence Henderson,11,Corky Ballas,Actor/Actress,76,0,5.0,6.366666666666666,0.4772607021092119,7.0,5.833333333333333,Eliminated Week 5,8,0.01940455160241854,0.014990446778920037,0.0014827590503582128,0.04891961158111277,0.985230947910404,False,0.01940455160241854,1,1,0,0,0,0,0,0,0
The Situation,11,Karina Smirnoff,TV Personality,28,0,4.0,5.583333333333334,0.9179284245476836,6.666666666666667,4.666666666666667,Eliminated Week 4,9,0.02300277757971689,0.017283165165088064,0.0021636592199139864,0.05651603236372113,0.9830104677272594,False,0.02300277757971689,1,0,0,1,0,0,0,0,0
Margaret Cho,11,Louis van Amstel,Comedian,41,0,3.0,5.666666666666667,0.5773502691896258,6.0,5.0,Eliminated Week 3,10,0.01708281619570934,0.01273532274775035,0.0012214227912545747,0.04151242210314667,0.9874248261498406,False,0.01708281619570934,1,0,0,0,0,0,1,0,0
Michael Bolton,11,Chelsie Hightower,Singer/Rapper,57,0,2.0,4.666666666666666,0.9428090415820632,5.333333333333333,4.0,Eliminated Week 2,11,0.021052934668257032,0.015074096618661235,0.0017101476075268359,0.04877882882901994,0.9851497573735011,False,0.021052934668257032,1,0,0,0,1,0,0,0,0
David Hasselhoff,11,Kym Johnson,Actor/Actress,58,0,1.0,5.0,,5.0,5.0,Eliminated Week 1,12,0.012826399394851735,0.00985507727837259,0.0009109266508151829,0.03231412636124556,0.9902410974603082,False,0.012826399394851735,1,1,0,0,0,0,0,0,0
Hines Ward,12,Kym Johnson,Athlete,35,1,11.0,8.64722,0.9294390981050988,10.0,7.0,1st Place,1,0.6004404797306379,0.1395559284136733,0.4011916306404703,0.8585876840716292,0.8775348142780994,True,0.6004404797306379,1,0,1,0,0,0,0,0,0
Kirstie Alley,12,Maksim Chmerkoskiy,Actor/Actress,60,0,11.0,7.966663333333334,0.9189310752710268,9.3333,6.666666666666667,2nd Place,2,0.29040359119238013,0.10216751061576008,0.10992303702232041,0.4476617253858595,0.9073031008157,True,0.15823597527299113,2,1,0,0,0,0,0,0,0
Chelsea Kane,12,Mark Ballas,Actor/Actress,22,0,11.0,8.655553333333334,1.6921490463641526,12.166666666666666,6.0,3rd Place,3,0.1091559290769815,0.07714488882372092,0.008216098305719368,0.2508522081593898,0.9283802117763694,True,0.1091559290769815,1,1,0,0,0,0,0,0,0
Ralph Macchio,12,Karina Smirnoff,Actor/Actress,49,0,9.0,7.731481481481483,0.5099322152968284,8.333333333333334,7.0,Eliminated Week 9,4,0.07808664581231646,0.056797166681027265,0.007176128834821928,0.18851547272892474,0.9462553757033584,False,0.07808664581231646,1,1,0,0,0,0,0,0,0
Romeo,12,Chelsie Hightower,Singer/Rapper,21,0,8.0,7.8125,1.0290907529357056,9.333333333333334,6.333333333333333,Eliminated Week 8,5,0.03966513031052029,0.03243890434440811,0.00273460363872902,0.10616461488370264,0.9685803157863305,False,0.03966513031052029,1,0,0,0,1,0,0,0,0
Kendra Wilkinson,12,Louis van Amstel,TV Personality,25,0,7.0,7.041666666666667,0.927024810886958,8.333333333333334,6.0,Eliminated Week 7,6,0.028239222496225243,0.023888347102246757,0.0017362674543477893,0.0762244562720488,0.976668992112417,False,0.028239222496225243,1,0,0,1,0,0,0,0,0
Chris Jericho,12,Cheryl Burke,Athlete,40,0,6.0,7.444444444444445,0.7793634629666747,8.666666666666666,6.333333333333333,Eliminated Week 6,7,0.027372379669999756,0.020747453499901994,0.0019222756485361378,0.06800189178236038,0.979674253970692,False,0.027372379669999756,1,0,1,0,0,0,0,0,0
Petra Nemcova,12,Dmitry Chaplin,Model,31,1,5.0,7.066666666666667,1.038160766826496,8.333333333333334,6.0,Eliminated Week 5,8,0.019621653674997967,0.01547981124827362,0.0012222802343626656,0.049934196043199645,0.9847561605097346,False,0.019621653674997967,1,0,0,0,0,1,0,0,0
Sugar Ray Leonard,12,Anna Trebunskaya,Athlete,54,0,4.0,6.25,0.6871842709362767,7.0,5.666666666666667,Eliminated Week 4,9,0.015010254072732935,0.012381015610452021,0.0010330249648022726,0.0396946708787399,0.9877703992671312,False,0.015010254072732935,1,0,1,0,0,0,0,0,0
Wendy Williams,12,Tony Dovolani,TV Personality,46,0,3.0,5.111111111111112,0.5091750772173156,5.666666666666667,4.666666666666667,Eliminated Week 3,10,0.021767073526849538,0.015044602908797812,0.0019323021022752244,0.05087984275982608,0.9851783824418309,False,0.021767073526849538,1,0,0,1,0,0,0,0,0
Mike Catherwood,12,Lacey Schwimmer,Radio Personality,32,0,2.0,5.0,0.9428090415820638,5.666666666666667,4.333333333333333,Eliminated Week 2,11,0.011993319492350852,0.009569672070076238,0.0008569554801641765,0.030993801894400416,0.9905210384832044,False,0.011993319492350852,1,0,0,0,0,0,0,0,1
J.R. Martinez,13,Karina Smirnoff,Actor/Actress,28,0,11.0,8.772216666666667,0.9473227383943724,10.0,7.333333333333333,1st Place,1,0.6150931398444341,0.14320200415490061,0.40735197475150636,0.8772963663175837,0.8747360452182191,True,0.6150931398444341,1,1,0,0,0,0,0,0,0
Rob Kardashian,13,Cheryl Burke,TV Personality,24,0,11.0,8.127766666666668,1.4574374322381354,10.833266666666669,5.333333333333333,2nd Place,2,0.2760023998527547,0.10550030622359259,0.0852405055429298,0.43157858851891745,0.9045678181818118,True,0.2760023998527547,1,0,0,1,0,0,0,0,0
Ricki Lake,13,Derek Hough,Actor/Actress,42,0,11.0,8.86666,1.2417547322286897,11.166633333333332,6.666666666666667,3rd Place,3,0.10890446030281004,0.07856781163527082,0.007905093218078486,0.25902859072689566,0.9271554270508497,True,0.10890446030281004,1,1,0,0,0,0,0,0,0
Hope Solo,13,Maksim Chmerkoskiy,Athlete,30,0,9.0,7.685177777777778,0.8098494757257878,8.666666666666666,6.333333333333333,Eliminated Week 9,4,0.08012249684146205,0.05759544290932151,0.005163187425771036,0.19021381262650425,0.9455411392934115,False,0.08012249684146205,1,0,1,0,0,0,0,0,0
Nancy Grace,13,Tristan MacManus,TV Personality,51,0,8.0,7.041666666666666,0.7650604291933157,8.0,5.333333333333333,Eliminated Week 8,5,0.05113683357125199,0.03782165058949493,0.00414781820525592,0.12478277622120805,0.9635566953454752,False,0.05113683357125199,1,0,0,1,0,0,0,0,0
David Arquette,13,Kym Johnson,Actor/Actress,40,0,7.0,7.357142857142857,0.9546599716001828,8.333333333333334,6.0,Eliminated Week 7,6,0.02938769376419837,0.024572363667886916,0.0019024694212114914,0.08018794916512485,0.9760169564012835,False,0.02938769376419837,1,1,0,0,0,0,0,0,0
Chaz Bono,13,Lacey Schwimmer,TV Personality,42,0,6.0,6.277777777777779,0.6116159530899059,7.0,5.666666666666667,Eliminated Week 6,7,0.029936728528516192,0.02226476626309036,0.0022005997802726374,0.07289875989185272,0.9782201568538064,False,0.029936728528516192,1,0,0,1,0,0,0,0,0
Carson Kressley,13,Anna Trebunskaya,TV Personality,41,0,5.0,6.466666666666667,0.767390962214756,7.666666666666667,5.666666666666667,Eliminated Week 5,8,0.02419295565312815,0.018231295395142795,0.0019066742368580411,0.06123524845068872,0.9820951335147601,False,0.02419295565312815,1,0,0,1,0,0,0,0,0
Chynna Phillips,13,Tony Dovolani,Singer/Rapper,43,0,4.0,7.5,0.793492047615872,8.666666666666666,7.0,Eliminated Week 4,9,0.015527529572901743,0.012425476204801543,0.0011238072995028315,0.039978203833914656,0.9877270213987701,False,0.015527529572901743,1,0,0,0,1,0,0,0,0
Kristin Cavallari,13,Mark Ballas,TV Personality,24,0,3.0,7.222222222222221,0.8388704928078612,8.0,6.333333333333333,Eliminated Week 3,10,0.011085514717361534,0.009261387127199004,0.0008399832697704946,0.029085172612796768,0.9908235990742092,False,0.011085514717361534,1,0,0,1,0,0,0,0,0
Elisabetta Canalis,13,Valentin Chmerkovskiy,Actor/Actress,33,1,2.0,6.0,1.4142135623730951,7.0,5.0,Eliminated Week 2,11,0.009184064759100906,0.00823921487143162,0.0006423885910804867,0.027130031384727856,0.9918281150446203,False,0.009184064759100906,1,1,0,0,0,0,0,0,0
Metta World Peace (Ron),13,Peta Murgatroyd,Athlete,31,0,1.0,4.666666666666667,,4.666666666666667,4.666666666666667,Eliminated Week 1,12,0.013096285918430223,0.009758276196983686,0.001000219523994762,0.03158267044337435,0.9903360275156784,False,0.013096285918430223,1,0,1,0,0,0,0,0,0
Donald Driver,14,Peta Murgatroyd,Athlete,37,0,11.0,9.038883333333334,1.1370488297765826,11.3333,7.0,1st Place,1,0.6107540709029377,0.14431211030092594,0.4033803250116652,0.8746494232420391,0.8738874569255626,True,0.6107540709029377,1,0,1,0,0,0,0,0,0
Katherine Jenkins,14,Mark Ballas,Singer/Rapper,31,1,11.0,9.516663333333332,1.3572981058924596,12.999966666666666,8.0,2nd Place,2,0.27427402160965797,0.10424734299542197,0.08799769649660574,0.43089565779818056,0.9055942097966595,True,0.27427402160965797,1,0,0,0,1,0,0,0,0
William Levy,14,Cheryl Burke,Actor/Actress,31,1,11.0,9.255553333333337,1.2752781347757192,12.0,7.333333333333333,3rd Place,3,0.1149719074874062,0.0814209529296886,0.00842985075721,0.26628312335694904,0.9247092885438273,True,0.1149719074874062,1,1,0,0,0,0,0,0,0
Maria Menounos,14,Derek Hough,TV Personality,33,0,9.0,8.907403703703704,0.8979521455395115,9.999966666666666,7.0,Eliminated Week 9,4,0.0612020030419734,0.04641859643465839,0.004119394476838133,0.15128788976190266,0.9556405088816128,False,0.0612020030419734,1,0,0,1,0,0,0,0,0
Melissa Gilbert,14,Maksim Chmerkoskiy,Actor/Actress,47,0,8.0,7.749999999999999,1.1198072396480805,10.0,6.666666666666667,Eliminated Week 8,5,0.03186302146396002,0.02612545117513175,0.002510173087505743,0.08383741744116201,0.9745397103782851,False,0.03186302146396002,1,1,0,0,0,0,0,0,0
Roshon Fegan,14,Chelsie Hightower,Actor/Actress,20,0,8.0,8.666658333333332,0.5345106059351329,9.333333333333334,7.666666666666667,Eliminated Week 8,6,0.026846594054927196,0.022640360584189483,0.001431171505389893,0.07251298996220616,0.9778608771403703,False,0.026846594054927196,1,1,0,0,0,0,0,0,0
Jaleel White,14,Kym Johnson,Actor/Actress,35,0,7.0,8.642847619047618,1.711669410238756,12.333266666666669,7.333333333333333,Eliminated Week 7,7,0.02218837687164211,0.018699738708963656,0.001621980940505502,0.06164499515113854,0.981643522621629,False,0.02218837687164211,1,1,0,0,0,0,0,0,0
Gladys Knight,14,Tristan MacManus,Singer/Rapper,67,0,6.0,7.333333333333333,0.6992058987801011,8.0,6.333333333333333,Eliminated Week 6,8,0.026681336425852884,0.01904677504933424,0.0019411350720433475,0.06249740039090289,0.9813092239574458,False,0.026681336425852884,1,0,0,0,1,0,0,0,0
Gavin DeGraw,14,Karina Smirnoff,Singer/Rapper,35,0,5.0,7.133333333333335,0.6912147117775908,8.0,6.333333333333333,Eliminated Week 5,9,0.021805774948904844,0.015984493594719096,0.0018122801893687946,0.05192343701301377,0.9842669905933669,False,0.021805774948904844,1,0,0,0,1,0,0,0,0
Sherri Sheperd,14,Valentin Chmerkovskiy,Actor/Actress,44,0,4.0,7.583333333333334,0.4194352464039306,8.0,7.0,Eliminated Week 4,10,0.013206645154280846,0.010846312412206996,0.000960561013856306,0.03484916224172279,0.9892700677847613,False,0.013206645154280846,1,1,0,0,0,0,0,0,0
Jack Wagner,14,Anna Trebunskaya,Actor/Actress,52,0,3.0,7.555555555555556,0.5091750772173156,8.0,7.0,Eliminated Week 3,11,0.009747568280098791,0.008347043991011667,0.0006899480050179634,0.0262045554400511,0.9917220524017463,False,0.009747568280098791,1,1,0,0,0,0,0,0,0
Martina Navratilova,14,Tony Dovolani,Athlete,55,1,2.0,6.166666666666667,0.7071067811865476,6.666666666666667,5.666666666666667,Eliminated Week 2,12,0.014415172648091255,0.010290189460074267,0.0011426755214138033,0.03436093063368171,0.9898146200295447,False,0.014415172648091255,1,0,1,0,0,0,0,0,0
Kellie Pickler,16,Derek Hough,Singer/Rapper,26,0,11.0,8.916666666666668,0.850744046172975,10.0,7.0,1st Place,1,0.6102729557226743,0.14972697053400102,0.4009114942898778,0.8844412395341356,0.8697717159192508,True,0.6102729557226743,1,0,0,0,1,0,0,0,0
Zendaya,16,Valentin Chmerkovskiy,Actor/Actress,16,0,11.0,9.099993333333334,0.6992104898286493,10.0,8.0,2nd Place,2,0.2692523553326931,0.1081639676983106,0.07333519553204591,0.4304644094087655,0.902393534845777,True,0.2692523553326931,1,1,0,0,0,0,0,0,0
Jacoby Jones,16,Karina Smirnoff,Athlete,28,0,11.0,8.399989999999999,0.943457785541444,9.833333333333334,6.666666666666667,3rd Place,3,0.12047468894463192,0.08440114946005595,0.008574625519479304,0.2719619462263534,0.9221679638553676,True,0.12047468894463192,1,0,1,0,0,0,0,0,0
Alexandra Raisman,16,Mark Ballas,Athlete,18,0,10.0,8.816666666666666,1.1067971810589328,10.666666666666666,7.0,Eliminated Week 10,4,0.06239080577693192,0.048308380058205265,0.004734731568281291,0.15380227658593712,0.9539177774620832,False,0.06239080577693192,1,0,1,0,0,0,0,0,0
Ingo Rademacher,16,Kym Johnson,Actor/Actress,41,1,9.0,7.5,0.6972166887783964,8.5,6.666666666666667,Eliminated Week 9,5,0.04617817066511513,0.03551777298466207,0.003951849926825551,0.11776695873522167,0.9657004699375757,False,0.04617817066511513,1,1,0,0,0,0,0,0,0
Sean Lowe,16,Peta Murgatroyd,TV Personality,29,0,8.0,7.166666666666667,0.642416074439621,8.0,6.333333333333333,Eliminated Week 8,6,0.038704396586640266,0.028782926829529955,0.0032169837835348443,0.09277100643071504,0.9720223517722711,False,0.038704396586640266,1,0,0,1,0,0,0,0,0
Andy Dick,16,Sharna Burgess,Comedian,47,0,7.0,6.30952380952381,0.6267831705280087,7.166666666666667,5.666666666666667,Eliminated Week 7,7,0.03989221523248972,0.026880341470751745,0.0035008485171684053,0.08926702275011936,0.9738232972380674,False,0.03989221523248972,1,0,0,0,0,0,1,0,0
Victor Ortiz,16,Lindsay Arnold,Athlete,26,0,6.0,6.555555555555556,0.6885303726590963,7.666666666666667,6.0,Eliminated Week 6,8,0.021225471289702594,0.01632030440465832,0.001448283509397483,0.0536132420949359,0.9839417707843411,False,0.021225471289702594,1,0,1,0,0,0,0,0,0
D. L. Hughley,16,Cheryl Burke,Comedian,50,0,5.0,5.533333333333333,1.0954451150103324,7.0,4.0,Eliminated Week 5,9,0.021271978911269217,0.0163715869890559,0.001732846643128127,0.05383719531793867,0.9838921244959672,False,0.021271978911269217,1,0,0,0,0,0,1,0,0
Lisa Vanderpump,16,Gleb Savchenko,TV Personality,52,1,4.0,6.25,0.5,7.0,6.0,Eliminated Week 4,10,0.016748809726984094,0.01282609055330105,0.0012807989482433626,0.03967349579600121,0.9873363347637557,False,0.016748809726984094,1,0,0,1,0,0,0,0,0
Wynonna Judd,16,Tony Dovolani,Singer/Rapper,48,0,3.0,5.666666666666667,0.5773502691896258,6.0,5.0,Eliminated Week 3,11,0.017872621329840653,0.01344474717474466,0.0013241404298521592,0.043252554522076644,0.9867336160040044,False,0.017872621329840653,1,0,0,0,1,0,0,0,0
Dorothy Hamill,16,Tristan MacManus,Athlete,56,0,,6.0,1.4142135623730951,7.0,5.0,Withdrew,12,,,,,,False,,0,0,1,0,0,0,0,0,0
Amber Riley,17,Derek Hough,Actor/Actress,27,0,11.0,9.210851515151516,0.9114388470207891,10.666633333333332,8.0,1st Place,1,0.6022097331575325,0.14706489812745255,0.38868488344310653,0.8694115463416983,0.8717902549650579,True,0.3296333659472148,2,1,0,0,0,0,0,0,0
Corbin Bleu,17,Karina Smirnoff,Actor/Actress,24,0,11.0,9.220948484848485,0.621756552101229,10.0,8.0,2nd Place,2,0.2780736665659212,0.10686064460349726,0.08632211755617504,0.44223466429598196,0.9034560989005286,True,0.1704659824261714,2,1,0,0,0,0,0,0,0
Jack Osbourne,17,Cheryl Burke,TV Personality,27,1,11.0,8.700748484848484,0.8334988474781921,10.0,7.333333333333333,3rd Place,3,0.11971660027654546,0.08422056042961047,0.008831249991329053,0.2740430722255982,0.922321561217914,True,0.09315529523319806,2,0,0,1,0,0,0,0,0
Bill Engvall,17,Emma Slater,Comedian,56,0,11.0,7.575751515151516,0.7504147675879929,8.499966666666666,6.0,Eliminated Week 11,4,0.06947375489290887,0.05279096434720306,0.005509620204047619,0.17323161191791311,0.9498561764538539,False,0.06947375489290887,1,0,0,0,0,0,1,0,0
Leah Remini,17,Tony Dovolani,Actor/Actress,43,0,10.0,8.29583,0.8051795291642637,9.333333333333334,7.0,Eliminated Week 10,5,0.045864387538324364,0.0354867899713872,0.002827504619571421,0.11612376751166939,0.9657293648600117,False,0.045864387538324364,1,1,0,0,0,0,0,0,0
Elizabeth Berkley Lauren,17,Valentin Chmerkovskiy,Actor/Actress,39,0,9.0,8.851844444444446,0.8012147416406057,10.6666,8.0,Eliminated Week 9,6,0.02648948106278738,0.022005492797790467,0.001631104268813527,0.0701983979402833,0.9784683223790224,False,0.02648948106278738,1,1,0,0,0,0,0,0,0
Brant Daugherty,17,Peta Murgatroyd,Actor/Actress,28,0,8.0,8.604166666666668,1.1544857303523943,10.333333333333334,7.0,Eliminated Week 8,7,0.02159355621428918,0.018124938279504444,0.0012247766761457205,0.05785463236883558,0.9821977268230625,False,0.02159355621428918,1,1,0,0,0,0,0,0,0
"Nicole ""Snooki"" Polizzi",17,Sasha Farber,TV Personality,25,1,7.0,8.380952380952381,1.0788981249502494,10.0,6.666666666666667,Eliminated Week 7,8,0.01624550788947131,0.01391570354833887,0.0011344775986882136,0.04434045129092381,0.9862752855097925,False,0.01624550788947131,1,0,0,1,0,0,0,0,0
Christina Milian,17,Mark Ballas,Singer/Rapper,31,0,5.0,8.333333333333332,0.7453559924999301,9.333333333333334,7.333333333333333,Eliminated Week 5,9,0.011619706308933647,0.010316588261603239,0.0008040396126908399,0.032072563438224386,0.9897887569288015,False,0.011619706308933647,1,0,0,0,1,0,0,0,0
Valerie Harper,17,Tristan MacManus,Actor/Actress,74,0,4.0,6.166666666666666,0.6938886664887111,7.0,5.333333333333333,Eliminated Week 4,10,0.01825972948073599,0.013033911820046895,0.0015923257909891424,0.042730505840188275,0.9871337852879676,False,0.01825972948073599,1,1,0,0,0,0,0,0,0
Bill Nye,17,Tyne Stecklein,TV Personality,57,0,3.0,5.222222222222222,0.5091750772173155,5.666666666666667,4.666666666666667,Eliminated Week 3,11,0.019300930869963834,0.013768383155038215,0.0013717979794566077,0.043984267592505386,0.9864186106177544,False,0.019300930869963834,1,0,0,1,0,0,0,0,0
Keyshawn Johnson,17,Sharna Burgess,Athlete,41,0,2.0,5.833333333333334,0.2357022603955156,6.0,5.666666666666667,Eliminated Week 2,12,0.01256809058534218,0.009605398257466423,0.0008973916188267345,0.030455711082081678,0.9904859876204655,False,0.01256809058534218,1,0,1,0,0,0,0,0,0
